Date,Open,High,Low,Close,Volume
2020-12-01 06:45,1.19554,1.19556,1.19553,1.19556,73
2020-12-01 06:46,1.19556,1.1957,1.19554,1.1956,136
2020-12-01 06:47,1.19561,1.19565,1.19559,1.19563,168
2020-12-01 06:48,1.19563,1.19563,1.19555,1.19556,173
2020-12-01 06:49,1.19555,1.19555,1.19552,1.19552,111
2020-12-01 06:50,1.19553,1.19556,1.19552,1.19554,121
2020-12-01 06:51,1.19554,1.19555,1.19548,1.19552,93
2020-12-01 06:52,1.19553,1.19556,1.19549,1.19556,129
2020-12-01 06:53,1.19556,1.19561,1.19554,1.1956,62
2020-12-01 06:54,1.19561,1.19563,1.19556,1.1956,90
2020-12-01 06:55,1.1956,1.19566,1.1956,1.19566,54
2020-12-01 06:56,1.19566,1.19572,1.19566,1.19572,181
2020-12-01 06:57,1.19572,1.19574,1.19572,1.19573,127
2020-12-01 06:58,1.19573,1.19573,1.19569,1.19569,77
2020-12-01 06:59,1.19571,1.19574,1.19571,1.19571,76
2020-12-01 07:00,1.19571,1.19579,1.1955,1.1955,435
2020-12-01 07:01,1.1955,1.19559,1.19539,1.19556,305
2020-12-01 07:02,1.19556,1.19566,1.19555,1.19564,175
2020-12-01 07:03,1.19563,1.19576,1.19561,1.19574,75
2020-12-01 07:04,1.19576,1.19598,1.19576,1.19598,346
2020-12-01 07:05,1.19598,1.19599,1.19579,1.19579,269
2020-12-01 07:06,1.19581,1.19583,1.19563,1.19565,211
2020-12-01 07:07,1.19566,1.19588,1.19566,1.19586,410
2020-12-01 07:08,1.19587,1.19592,1.19584,1.19591,405
2020-12-01 07:09,1.1959,1.1959,1.19575,1.19584,439
2020-12-01 07:10,1.19584,1.19599,1.19581,1.19597,291
2020-12-01 07:11,1.19598,1.19617,1.19598,1.19614,289
2020-12-01 07:12,1.19612,1.19632,1.19611,1.19632,217
2020-12-01 07:13,1.19632,1.19632,1.19615,1.19619,612
2020-12-01 07:14,1.19617,1.19631,1.19617,1.1962,197
2020-12-01 07:15,1.19618,1.19618,1.19604,1.19614,208
2020-12-01 07:16,1.19614,1.19616,1.19607,1.19608,281
2020-12-01 07:17,1.1961,1.19611,1.19604,1.19611,327
2020-12-01 07:18,1.19608,1.19623,1.19605,1.1962,164
2020-12-01 07:19,1.1962,1.19633,1.19613,1.19633,264
2020-12-01 07:20,1.19632,1.19637,1.19626,1.19637,359
2020-12-01 07:21,1.19636,1.19649,1.19633,1.19648,340
2020-12-01 07:22,1.19648,1.19651,1.19637,1.1965,460
2020-12-01 07:23,1.19651,1.19668,1.19648,1.1966,292
2020-12-01 07:24,1.1966,1.19665,1.19647,1.19662,275
2020-12-01 07:25,1.19664,1.19672,1.19662,1.19668,102
2020-12-01 07:26,1.19667,1.19667,1.1966,1.19663,160
2020-12-01 07:27,1.19664,1.19674,1.19663,1.1967,396
2020-12-01 07:28,1.19671,1.1968,1.19671,1.19677,324
2020-12-01 07:29,1.19676,1.19677,1.19666,1.19672,424
2020-12-01 07:30,1.19671,1.19671,1.19656,1.19658,302
2020-12-01 07:31,1.19659,1.19669,1.19658,1.19663,367
2020-12-01 07:32,1.19663,1.1968,1.19663,1.19677,405
2020-12-01 07:33,1.19677,1.19695,1.19677,1.19689,403
2020-12-01 07:34,1.1969,1.19696,1.1969,1.19696,325
2020-12-01 07:35,1.19695,1.19701,1.19693,1.19699,115
2020-12-01 07:36,1.19699,1.1972,1.19699,1.19714,180
2020-12-01 07:37,1.19713,1.19718,1.1971,1.19713,210
2020-12-01 07:38,1.19713,1.19713,1.19696,1.19701,251
2020-12-01 07:39,1.197,1.19709,1.19698,1.19709,163
2020-12-01 07:40,1.19708,1.19728,1.19707,1.19723,187
2020-12-01 07:41,1.19724,1.19724,1.19716,1.19718,233
2020-12-01 07:42,1.19717,1.19723,1.19706,1.19715,186
2020-12-01 07:43,1.19716,1.19719,1.19705,1.19705,226
2020-12-01 07:44,1.19707,1.19728,1.19704,1.19711,223
2020-12-01 07:45,1.19711,1.19713,1.19706,1.19709,271
2020-12-01 07:46,1.19708,1.19708,1.1969,1.19695,357
2020-12-01 07:47,1.19695,1.19702,1.19692,1.19696,362
2020-12-01 07:48,1.19698,1.19707,1.19691,1.19691,135
2020-12-01 07:49,1.19689,1.1969,1.19675,1.19683,391
2020-12-01 07:50,1.19685,1.19687,1.19675,1.19682,345
2020-12-01 07:51,1.19682,1.19705,1.19682,1.19702,183
2020-12-01 07:52,1.19703,1.19708,1.197,1.19708,175
2020-12-01 07:53,1.19708,1.19725,1.19708,1.19722,336
2020-12-01 07:54,1.19721,1.19727,1.19715,1.19726,308
2020-12-01 07:55,1.19727,1.19727,1.1971,1.1971,198
2020-12-01 07:56,1.19709,1.1971,1.197,1.197,379
2020-12-01 07:57,1.197,1.19702,1.19694,1.19695,232
2020-12-01 07:58,1.19697,1.19697,1.19681,1.1969,503
2020-12-01 07:59,1.19691,1.19697,1.19681,1.19684,296
2020-12-01 08:00,1.19684,1.19693,1.19674,1.19681,547
2020-12-01 08:01,1.19679,1.19683,1.19663,1.19667,513
2020-12-01 08:02,1.19667,1.19669,1.19635,1.19643,339
2020-12-01 08:03,1.19643,1.19663,1.19643,1.19657,447
2020-12-01 08:04,1.19656,1.19686,1.19651,1.19682,477
2020-12-01 08:05,1.19683,1.19698,1.19681,1.19696,576
2020-12-01 08:06,1.19694,1.19719,1.19691,1.19712,461
2020-12-01 08:07,1.19712,1.19713,1.19683,1.19691,478
2020-12-01 08:08,1.1969,1.19703,1.1968,1.19691,352
2020-12-01 08:09,1.1969,1.19695,1.1967,1.19671,329
2020-12-01 08:10,1.1967,1.19684,1.1967,1.1968,333
2020-12-01 08:11,1.19678,1.19679,1.19667,1.1967,583
2020-12-01 08:12,1.19671,1.19685,1.19665,1.19674,410
2020-12-01 08:13,1.19674,1.19693,1.19654,1.19655,410
2020-12-01 08:14,1.19656,1.19659,1.19638,1.19648,457
2020-12-01 08:15,1.19649,1.19652,1.19631,1.19645,411
2020-12-01 08:16,1.19643,1.19659,1.19641,1.19646,566
2020-12-01 08:17,1.19648,1.19656,1.19641,1.19653,363
2020-12-01 08:18,1.19654,1.19674,1.19643,1.1967,322
2020-12-01 08:19,1.19671,1.19692,1.19671,1.19681,459
2020-12-01 08:20,1.1968,1.19685,1.19672,1.19679,343
2020-12-01 08:21,1.1968,1.19689,1.19671,1.19672,457
2020-12-01 08:22,1.19672,1.19685,1.19672,1.19684,366
2020-12-01 08:23,1.19683,1.19683,1.19653,1.19655,230
2020-12-01 08:24,1.19656,1.19684,1.19656,1.1968,248
2020-12-01 08:25,1.19681,1.19686,1.19659,1.19666,314
2020-12-01 08:26,1.19667,1.19682,1.19667,1.19681,206
2020-12-01 08:27,1.19683,1.19695,1.19683,1.19695,168
2020-12-01 08:28,1.19697,1.19724,1.19697,1.19716,307
2020-12-01 08:29,1.19715,1.19719,1.1971,1.19717,176
2020-12-01 08:30,1.19717,1.19728,1.1971,1.19727,250
2020-12-01 08:31,1.19727,1.19727,1.19715,1.19724,599
2020-12-01 08:32,1.19725,1.19746,1.19725,1.19745,348
2020-12-01 08:33,1.19745,1.19756,1.1974,1.19756,421
2020-12-01 08:34,1.19755,1.19766,1.19753,1.19765,313
2020-12-01 08:35,1.19766,1.19773,1.1976,1.1977,266
2020-12-01 08:36,1.19771,1.19794,1.19765,1.1979,216
2020-12-01 08:37,1.19791,1.19794,1.19759,1.19789,558
2020-12-01 08:38,1.19789,1.19819,1.19785,1.19813,797
2020-12-01 08:39,1.19814,1.19851,1.19814,1.1985,510
2020-12-01 08:40,1.1985,1.19855,1.19835,1.19854,435
2020-12-01 08:41,1.19853,1.19855,1.1982,1.1982,334
2020-12-01 08:42,1.19819,1.19833,1.19809,1.19832,308
2020-12-01 08:43,1.19833,1.19834,1.19814,1.19815,461
2020-12-01 08:44,1.19818,1.19831,1.19815,1.19821,309
2020-12-01 08:45,1.19821,1.19828,1.19814,1.19818,231
2020-12-01 08:46,1.19818,1.19818,1.19809,1.19811,370
2020-12-01 08:47,1.19813,1.19816,1.19799,1.19807,324
2020-12-01 08:48,1.19806,1.19817,1.19804,1.19805,398
2020-12-01 08:49,1.19806,1.19813,1.1979,1.19791,384
2020-12-01 08:50,1.19791,1.19798,1.19786,1.19787,224
2020-12-01 08:51,1.19788,1.19798,1.19782,1.19797,172
2020-12-01 08:52,1.19798,1.19831,1.19797,1.19831,135
2020-12-01 08:53,1.19831,1.19831,1.19798,1.19798,213
2020-12-01 08:54,1.19795,1.19811,1.1979,1.19805,257
2020-12-01 08:55,1.19805,1.19811,1.19777,1.19777,276
2020-12-01 08:56,1.19777,1.19781,1.1977,1.19781,456
2020-12-01 08:57,1.19783,1.19789,1.19773,1.19782,281
2020-12-01 08:58,1.19783,1.19796,1.19783,1.19788,168
2020-12-01 08:59,1.19787,1.19803,1.19781,1.198,95
2020-12-01 09:00,1.19802,1.19808,1.19793,1.19806,173
2020-12-01 09:01,1.19806,1.19812,1.19788,1.19788,295
2020-12-01 09:02,1.19792,1.19795,1.19771,1.19785,255
2020-12-01 09:03,1.19784,1.19814,1.19783,1.19806,243
2020-12-01 09:04,1.19806,1.19811,1.19797,1.19802,480
2020-12-01 09:05,1.19801,1.19801,1.19769,1.19771,420
2020-12-01 09:06,1.19774,1.19777,1.19749,1.19753,272
2020-12-01 09:07,1.19751,1.19767,1.19749,1.19764,178
2020-12-01 09:08,1.19763,1.19778,1.19762,1.19772,530
2020-12-01 09:09,1.19771,1.19777,1.19758,1.19758,262
2020-12-01 09:10,1.19758,1.19766,1.19745,1.19752,279
2020-12-01 09:11,1.19751,1.19764,1.19741,1.19742,219
2020-12-01 09:12,1.19742,1.19758,1.19733,1.19733,325
2020-12-01 09:13,1.19735,1.19753,1.19731,1.19753,305
2020-12-01 09:14,1.19754,1.1977,1.19754,1.19761,165
2020-12-01 09:15,1.19762,1.19773,1.19737,1.19737,513
2020-12-01 09:16,1.1974,1.19752,1.19737,1.19748,513
2020-12-01 09:17,1.19749,1.19751,1.19732,1.19738,329
2020-12-01 09:18,1.1974,1.19751,1.19728,1.19729,415
2020-12-01 09:19,1.1973,1.19737,1.19717,1.19735,424
2020-12-01 09:20,1.19737,1.19763,1.19736,1.19763,367
2020-12-01 09:21,1.19764,1.19768,1.19753,1.19766,335
2020-12-01 09:22,1.19767,1.19772,1.19752,1.19768,562
2020-12-01 09:23,1.19768,1.19778,1.1976,1.19778,286
2020-12-01 09:24,1.19777,1.19783,1.19764,1.19782,246
2020-12-01 09:25,1.19781,1.19786,1.19773,1.19781,460
2020-12-01 09:26,1.19782,1.19782,1.19763,1.19768,364
2020-12-01 09:27,1.19769,1.19788,1.19767,1.19786,448
2020-12-01 09:28,1.19785,1.19793,1.19776,1.19793,513
2020-12-01 09:29,1.19793,1.19803,1.19786,1.19794,452
2020-12-01 09:30,1.19796,1.19801,1.19787,1.19787,385
2020-12-01 09:31,1.19788,1.19788,1.19769,1.19776,380
2020-12-01 09:32,1.19775,1.19779,1.19753,1.19772,385
2020-12-01 09:33,1.1977,1.19778,1.19762,1.19768,263
2020-12-01 09:34,1.19769,1.19773,1.19752,1.19753,589
2020-12-01 09:35,1.19753,1.19758,1.19742,1.19758,310
2020-12-01 09:36,1.19758,1.1979,1.19751,1.19789,432
2020-12-01 09:37,1.19789,1.19796,1.19772,1.19775,423
2020-12-01 09:38,1.19775,1.19795,1.19768,1.19789,512
2020-12-01 09:39,1.19788,1.19793,1.19762,1.19769,635
2020-12-01 09:40,1.19769,1.19774,1.19752,1.19759,601
2020-12-01 09:41,1.19758,1.19759,1.19728,1.19738,734
2020-12-01 09:42,1.19738,1.1975,1.19722,1.19738,882
2020-12-01 09:43,1.19741,1.19745,1.19722,1.19733,485
2020-12-01 09:44,1.19735,1.1977,1.19729,1.19767,424
2020-12-01 09:45,1.19768,1.19772,1.1975,1.19751,362
2020-12-01 09:46,1.19753,1.19767,1.19747,1.19761,298
2020-12-01 09:47,1.1976,1.19783,1.1976,1.19767,293
2020-12-01 09:48,1.19767,1.19767,1.19736,1.19745,196
2020-12-01 09:49,1.19745,1.19755,1.19734,1.19746,449
2020-12-01 09:50,1.19747,1.19776,1.19747,1.19756,279
2020-12-01 09:51,1.19755,1.19762,1.19745,1.19745,278
2020-12-01 09:52,1.19746,1.19771,1.19746,1.19769,183
2020-12-01 09:53,1.19767,1.19792,1.19766,1.19787,247
2020-12-01 09:54,1.19788,1.19805,1.19786,1.19794,370
2020-12-01 09:55,1.19795,1.19805,1.19786,1.19788,297
2020-12-01 09:56,1.19787,1.19804,1.19779,1.19783,528
2020-12-01 09:57,1.19781,1.19812,1.1978,1.19812,272
2020-12-01 09:58,1.19812,1.19813,1.19799,1.19806,186
2020-12-01 09:59,1.19808,1.19825,1.19801,1.19806,389
2020-12-01 10:00,1.19805,1.19817,1.19803,1.19812,321
2020-12-01 10:01,1.19811,1.19812,1.19786,1.19786,265
2020-12-01 10:02,1.19787,1.19787,1.19752,1.19755,342
2020-12-01 10:03,1.19754,1.19765,1.19746,1.19758,379
2020-12-01 10:04,1.19759,1.1977,1.19753,1.19763,362
2020-12-01 10:05,1.1976,1.19774,1.19758,1.19766,130
2020-12-01 10:06,1.19768,1.19775,1.19756,1.19756,117
2020-12-01 10:07,1.19756,1.19769,1.19756,1.19769,126
2020-12-01 10:08,1.19771,1.19775,1.19756,1.19757,155
2020-12-01 10:09,1.19757,1.19764,1.19752,1.19752,167
2020-12-01 10:10,1.19752,1.1976,1.1975,1.19754,235
2020-12-01 10:11,1.19753,1.1976,1.19751,1.19752,285
2020-12-01 10:12,1.19754,1.19756,1.19747,1.19756,194
2020-12-01 10:13,1.19756,1.19757,1.19752,1.19752,87
2020-12-01 10:14,1.19753,1.19755,1.19739,1.19743,182
2020-12-01 10:15,1.19743,1.19743,1.19728,1.19732,95
2020-12-01 10:16,1.19732,1.19736,1.19727,1.19728,95
2020-12-01 10:17,1.19728,1.19743,1.19728,1.19739,127
2020-12-01 10:18,1.19737,1.19738,1.19722,1.19723,139
2020-12-01 10:19,1.19722,1.19725,1.19712,1.19721,224
2020-12-01 10:20,1.19721,1.19726,1.1972,1.19726,99
2020-12-01 10:21,1.19727,1.19738,1.19727,1.19732,145
2020-12-01 10:22,1.19735,1.19756,1.19733,1.19748,331
2020-12-01 10:23,1.19749,1.19749,1.19733,1.19734,184
2020-12-01 10:24,1.19734,1.19736,1.19721,1.19726,342
2020-12-01 10:25,1.19727,1.19737,1.19724,1.19726,209
2020-12-01 10:26,1.19721,1.19722,1.1971,1.19712,94
2020-12-01 10:27,1.19713,1.19716,1.19704,1.19712,62
2020-12-01 10:28,1.19711,1.19716,1.19709,1.19711,125
2020-12-01 10:29,1.19711,1.19716,1.19675,1.19682,374
2020-12-01 10:30,1.19684,1.19699,1.19681,1.19693,157
2020-12-01 10:31,1.19694,1.19712,1.19693,1.19694,101
2020-12-01 10:32,1.19694,1.19705,1.19691,1.19691,220
2020-12-01 10:33,1.19691,1.19697,1.19681,1.19681,198
2020-12-01 10:34,1.1968,1.1968,1.19671,1.19671,274
2020-12-01 10:35,1.19674,1.19698,1.1967,1.19697,266
2020-12-01 10:36,1.19698,1.19714,1.19698,1.19708,231
2020-12-01 10:37,1.19709,1.19717,1.19701,1.19701,220
2020-12-01 10:38,1.19702,1.19712,1.19701,1.19711,228
2020-12-01 10:39,1.19711,1.19711,1.19694,1.19694,210
2020-12-01 10:40,1.19696,1.19708,1.19687,1.19687,219
2020-12-01 10:41,1.19687,1.19687,1.19675,1.19677,212
2020-12-01 10:42,1.19678,1.19682,1.19673,1.19678,258
2020-12-01 10:43,1.1968,1.19689,1.1968,1.19689,243
2020-12-01 10:44,1.19689,1.19713,1.19688,1.19707,260
2020-12-01 10:45,1.19708,1.19708,1.19694,1.19699,360
2020-12-01 10:46,1.19698,1.19713,1.19697,1.19708,173
2020-12-01 10:47,1.19708,1.19709,1.19697,1.19697,145
2020-12-01 10:48,1.19698,1.19705,1.19692,1.19705,133
2020-12-01 10:49,1.19706,1.19706,1.19697,1.19699,88
2020-12-01 10:50,1.19699,1.19699,1.19687,1.19689,150
2020-12-01 10:51,1.19689,1.19692,1.19675,1.1968,193
2020-12-01 10:52,1.19679,1.19684,1.19667,1.19669,168
2020-12-01 10:53,1.1967,1.19686,1.19668,1.19682,301
2020-12-01 10:54,1.19682,1.19694,1.19681,1.19687,285
2020-12-01 10:55,1.19689,1.19697,1.19686,1.19691,267
2020-12-01 10:56,1.1969,1.1969,1.19667,1.19669,208
2020-12-01 10:57,1.19668,1.19671,1.19662,1.19665,316
2020-12-01 10:58,1.19666,1.19671,1.19657,1.19665,306
2020-12-01 10:59,1.19666,1.19691,1.19666,1.19686,363
2020-12-01 11:00,1.19686,1.19686,1.19656,1.19656,394
2020-12-01 11:01,1.19657,1.19662,1.19654,1.19659,318
2020-12-01 11:02,1.1966,1.19663,1.19648,1.19658,271
2020-12-01 11:03,1.19656,1.19658,1.19637,1.19644,112
2020-12-01 11:04,1.19643,1.19667,1.19642,1.19666,110
2020-12-01 11:05,1.19666,1.19667,1.1965,1.19658,259
2020-12-01 11:06,1.1966,1.19678,1.19659,1.19678,400
2020-12-01 11:07,1.19677,1.1969,1.19677,1.19686,249
2020-12-01 11:08,1.19685,1.19709,1.19679,1.19702,373
2020-12-01 11:09,1.19703,1.19705,1.19678,1.19684,215
2020-12-01 11:10,1.19685,1.19693,1.19678,1.19683,318
2020-12-01 11:11,1.19682,1.19686,1.19644,1.19653,327
2020-12-01 11:12,1.19653,1.19663,1.1965,1.19651,252
2020-12-01 11:13,1.19649,1.19659,1.19626,1.19627,241
2020-12-01 11:14,1.19628,1.19632,1.1962,1.19631,303
2020-12-01 11:15,1.19632,1.19637,1.19618,1.19624,223
2020-12-01 11:16,1.19625,1.19639,1.19625,1.19629,364
2020-12-01 11:17,1.19631,1.19633,1.19617,1.19629,508
2020-12-01 11:18,1.19628,1.1963,1.19618,1.19621,316
2020-12-01 11:19,1.19622,1.1963,1.19614,1.19615,150
2020-12-01 11:20,1.19614,1.19628,1.19612,1.19618,231
2020-12-01 11:21,1.19618,1.19624,1.19612,1.19614,161
2020-12-01 11:22,1.19613,1.1962,1.19608,1.1962,135
2020-12-01 11:23,1.19621,1.19623,1.19619,1.19621,138
2020-12-01 11:24,1.19622,1.19623,1.19604,1.19606,236
2020-12-01 11:25,1.19606,1.19624,1.19606,1.19618,233
2020-12-01 11:26,1.1962,1.1964,1.19618,1.19639,337
2020-12-01 11:27,1.1964,1.19647,1.19639,1.19644,348
2020-12-01 11:28,1.19644,1.19646,1.19637,1.19637,102
2020-12-01 11:29,1.19637,1.19637,1.19612,1.19614,268
2020-12-01 11:30,1.19613,1.19629,1.19601,1.19629,218
2020-12-01 11:31,1.19629,1.19642,1.19623,1.19623,379
2020-12-01 11:32,1.19624,1.1963,1.19617,1.19617,319
2020-12-01 11:33,1.19618,1.19619,1.19603,1.19605,298
2020-12-01 11:34,1.19605,1.19638,1.19603,1.19638,423
2020-12-01 11:35,1.19638,1.19644,1.19636,1.19638,402
2020-12-01 11:36,1.19641,1.19646,1.19627,1.19628,537
2020-12-01 11:37,1.19629,1.19636,1.19618,1.19631,545
2020-12-01 11:38,1.1963,1.19631,1.1962,1.19621,206
2020-12-01 11:39,1.19622,1.19634,1.19618,1.19624,560
2020-12-01 11:40,1.19622,1.1963,1.19617,1.1963,614
2020-12-01 11:41,1.19631,1.19651,1.19629,1.19649,478
2020-12-01 11:42,1.19648,1.19648,1.19627,1.19635,294
2020-12-01 11:43,1.19634,1.19637,1.1962,1.1963,144
2020-12-01 11:44,1.19626,1.19633,1.19613,1.1963,434
2020-12-01 11:45,1.19628,1.19628,1.19612,1.19614,389
2020-12-01 11:46,1.19613,1.19643,1.19612,1.19643,265
2020-12-01 11:47,1.19641,1.19641,1.19632,1.19638,202
2020-12-01 11:48,1.19637,1.19654,1.19637,1.19643,371
2020-12-01 11:49,1.19643,1.19656,1.19635,1.19656,153
2020-12-01 11:50,1.19657,1.19657,1.1964,1.19646,234
2020-12-01 11:51,1.19646,1.19654,1.19636,1.19636,391
2020-12-01 11:52,1.19637,1.19658,1.19636,1.19648,161
2020-12-01 11:53,1.19648,1.1966,1.19648,1.1966,48
2020-12-01 11:54,1.19662,1.19667,1.19649,1.19657,223
2020-12-01 11:55,1.19656,1.19672,1.19652,1.19668,405
2020-12-01 11:56,1.19668,1.19675,1.19661,1.19672,601
2020-12-01 11:57,1.19673,1.19684,1.19668,1.19677,820
2020-12-01 11:58,1.19676,1.19692,1.19664,1.19692,964
2020-12-01 11:59,1.19693,1.19703,1.19681,1.197,802
2020-12-01 12:00,1.19698,1.19716,1.19687,1.19715,696
2020-12-01 12:01,1.19713,1.19727,1.197,1.19725,573
2020-12-01 12:02,1.19726,1.19726,1.19687,1.19687,702
2020-12-01 12:03,1.19685,1.19685,1.19657,1.19672,445
2020-12-01 12:04,1.19671,1.19678,1.19663,1.19673,456
2020-12-01 12:05,1.19672,1.19679,1.19667,1.19669,239
2020-12-01 12:06,1.19671,1.19677,1.19666,1.19667,230
2020-12-01 12:07,1.19666,1.19667,1.19656,1.19663,313
2020-12-01 12:08,1.19662,1.19669,1.19659,1.19668,122
2020-12-01 12:09,1.19666,1.19666,1.19651,1.19654,108
2020-12-01 12:10,1.19656,1.19665,1.19655,1.19664,209
2020-12-01 12:11,1.19663,1.19668,1.19654,1.19667,323
